municipio,uf_raw,populacao,capital,classe_populacao
Jardim De Piranhas,RN,15044.0,0,BAIXO
Jardim Do Serido,RN,12397.0,0,BAIXO
Joao Camara,RN,35360.0,0,BAIXO
Joao Dias,RN,2653.0,0,BAIXO
Jose Da Penha,RN,5941.0,0,BAIXO
Jucurutu,RN,18335.0,0,BAIXO
Jundia,RN,3945.0,0,BAIXO
Lagoa D'Anta,RN,6851.0,0,BAIXO
Lagoa De Pedras,RN,7624.0,0,BAIXO
Lagoa De Velhos,RN,2732.0,0,BAIXO
Lagoa Nova,RN,15880.0,0,BAIXO
Lagoa Salgada,RN,8348.0,0,BAIXO
Lajes,RN,11410.0,0,BAIXO
Lajes Pintadas,RN,4768.0,0,BAIXO
Lucrecia,RN,4053.0,0,BAIXO
Luis Gomes,RN,10175.0,0,BAIXO
Macaiba,RN,82828.0,0,BAIXO
Macau,RN,32260.0,0,BAIXO
Major Sales,RN,4102.0,0,BAIXO
Marcelino Vieira,RN,8325.0,0,BAIXO
Martins,RN,8790.0,0,BAIXO
Maxaranguape,RN,12714.0,0,BAIXO
Messias Targino,RN,4665.0,0,BAIXO
Montanhas,RN,11166.0,0,BAIXO
Monte Alegre,RN,22698.0,0,BAIXO
Monte Das Gameleiras,RN,2063.0,0,BAIXO
Mossoro,RN,303792.0,0,MEDIO
Natal,RN,896708.0,1,ALTO
Nisia Floresta,RN,28266.0,0,BAIXO
Nova Cruz,RN,37554.0,0,BAIXO
Olho D'Agua Do Borges,RN,4231.0,0,BAIXO
Ouro Branco,RN,4813.0,0,BAIXO
Parana,RN,4298.0,0,BAIXO
Parau,RN,3732.0,0,BAIXO
Parazinho,RN,5307.0,0,BAIXO
Parelhas,RN,21611.0,0,BAIXO
Rio Do Fogo,RN,10961.0,0,BAIXO
Passa E Fica,RN,13667.0,0,BAIXO
Passagem,RN,3114.0,0,BAIXO
Patu,RN,12861.0,0,BAIXO
Santa Maria,RN,5689.0,0,BAIXO
Pau Dos Ferros,RN,30802.0,0,BAIXO
Pedra Grande,RN,3163.0,0,BAIXO
Pedra Preta,RN,2419.0,0,BAIXO
Pedro Avelino,RN,6591.0,0,BAIXO
Pedro Velho,RN,14881.0,0,BAIXO
Pendencias,RN,15411.0,0,BAIXO
Piloes,RN,3900.0,0,BAIXO
Poco Branco,RN,15646.0,0,BAIXO
Portalegre,RN,7944.0,0,BAIXO
Porto Do Mangue,RN,6605.0,0,BAIXO
Serra Caiada,RN,10646.0,0,BAIXO
Pureza,RN,9825.0,0,BAIXO
Rafael Fernandes,RN,5158.0,0,BAIXO
Rafael Godeiro,RN,3214.0,0,BAIXO
Riacho Da Cruz,RN,3648.0,0,BAIXO
Riacho De Santana,RN,4194.0,0,BAIXO
Riachuelo,RN,8310.0,0,BAIXO
Rodolfo Fernandes,RN,4457.0,0,BAIXO
Tibau,RN,4173.0,0,BAIXO
Ruy Barbosa,RN,3584.0,0,BAIXO
Santa Cruz,RN,40295.0,0,BAIXO
Santana Do Matos,RN,11808.0,0,BAIXO
Santana Do Serido,RN,2699.0,0,BAIXO
Santo Antonio,RN,24422.0,0,BAIXO
Sao Bento Do Norte,RN,2687.0,0,BAIXO
Sao Bento Do Trairi,RN,4541.0,0,BAIXO
Sao Fernando,RN,3606.0,0,BAIXO
Sao Francisco Do Oeste,RN,4281.0,0,BAIXO
Sao Goncalo Do Amarante,RN,104919.0,0,MEDIO
Sao Joao Do Sabugi,RN,6221.0,0,BAIXO
Sao Jose De Mipibu,RN,44566.0,0,BAIXO
Sao Jose Do Campestre,RN,12901.0,0,BAIXO
Sao Jose Do Serido,RN,4696.0,0,BAIXO
Sao Miguel,RN,23789.0,0,BAIXO
Sao Miguel Do Gostoso,RN,10441.0,0,BAIXO
Sao Paulo Do Potengi,RN,17858.0,0,BAIXO
Sao Pedro,RN,5889.0,0,BAIXO
Sao Rafael,RN,8183.0,0,BAIXO
Sao Tome,RN,11051.0,0,BAIXO
Sao Vicente,RN,6476.0,0,BAIXO
Senador Eloi De Souza,RN,6167.0,0,BAIXO
Senador Georgino Avelino,RN,4527.0,0,BAIXO
Serra De Sao Bento,RN,5739.0,0,BAIXO
Serra Do Mel,RN,12225.0,0,BAIXO
Serra Negra Do Norte,RN,8105.0,0,BAIXO
Serrinha,RN,6128.0,0,BAIXO
Serrinha Dos Pintos,RN,4832.0,0,BAIXO
Severiano Melo,RN,1743.0,0,BAIXO
Sitio Novo,RN,5600.0,0,BAIXO
Taboleiro Grande,RN,2606.0,0,BAIXO
Taipu,RN,12314.0,0,BAIXO
Tangara,RN,16008.0,0,BAIXO
Tenente Ananias,RN,10923.0,0,BAIXO
Tenente Laurentino Cruz,RN,6085.0,0,BAIXO
Tibau Do Sul,RN,14694.0,0,BAIXO
Timbauba Dos Batistas,RN,2427.0,0,BAIXO
Touros,RN,33716.0,0,BAIXO
Triunfo Potiguar,RN,3195.0,0,BAIXO
Umarizal,RN,10485.0,0,BAIXO
Upanema,RN,14937.0,0,BAIXO
Varzea,RN,5529.0,0,BAIXO
Venha-Ver,RN,4232.0,0,BAIXO
Vera Cruz,RN,12789.0,0,BAIXO
Vicosa,RN,1731.0,0,BAIXO
Vila Flor,RN,3217.0,0,BAIXO
Agua Branca,PB,10375.0,0,BAIXO
Aguiar,PB,5622.0,0,BAIXO
Alagoa Grande,PB,28384.0,0,BAIXO
Alagoa Nova,PB,20992.0,0,BAIXO
Alagoinha,PB,14629.0,0,BAIXO
Alcantil,PB,5527.0,0,BAIXO
Algodao De Jandaira,PB,2588.0,0,BAIXO
Alhandra,PB,19865.0,0,BAIXO
Sao Joao Do Rio Do Peixe,PB,18020.0,0,BAIXO
Amparo,PB,2264.0,0,BAIXO
Aparecida,PB,8482.0,0,BAIXO
Aracagi,PB,16857.0,0,BAIXO
Arara,PB,13613.0,0,BAIXO
Araruna,PB,20610.0,0,BAIXO
Areia,PB,22493.0,0,BAIXO
Areia De Baraunas,PB,2105.0,0,BAIXO
Areial,PB,7054.0,0,BAIXO
Aroeiras,PB,19081.0,0,BAIXO
Assuncao,PB,4067.0,0,BAIXO
Baia Da Traicao,PB,9197.0,0,BAIXO
Bananeiras,PB,21220.0,0,BAIXO
Barauna,PB,5033.0,0,BAIXO
Barra De Santana,PB,8338.0,0,BAIXO
Barra De Santa Rosa,PB,15607.0,0,BAIXO
Barra De Sao Miguel,PB,6095.0,0,BAIXO
Bayeux,PB,97519.0,0,BAIXO
Belem,PB,17733.0,0,BAIXO
Belem Do Brejo Do Cruz,PB,7356.0,0,BAIXO
Bernardino Batista,PB,3571.0,0,BAIXO
Boa Ventura,PB,5248.0,0,BAIXO
Boa Vista,PB,7218.0,0,BAIXO
Bom Jesus,PB,2588.0,0,BAIXO
Bom Sucesso,PB,4937.0,0,BAIXO
Bonito De Santa Fe,PB,12126.0,0,BAIXO
Boqueirao,PB,17934.0,0,BAIXO
Igaracy,PB,6092.0,0,BAIXO
Borborema,PB,5311.0,0,BAIXO
Brejo Do Cruz,PB,14287.0,0,BAIXO
Brejo Dos Santos,PB,6479.0,0,BAIXO
Caapora,PB,22079.0,0,BAIXO
Cabaceiras,PB,5710.0,0,BAIXO
Cabedelo,PB,69773.0,0,BAIXO
Cachoeira Dos Indios,PB,10364.0,0,BAIXO
Cacimba De Areia,PB,3708.0,0,BAIXO
Cacimba De Dentro,PB,17169.0,0,BAIXO
Cacimbas,PB,7225.0,0,BAIXO
Caicara,PB,7182.0,0,BAIXO
Cajazeiras,PB,62576.0,0,BAIXO
Cajazeirinhas,PB,3217.0,0,BAIXO
Caldas Brandao,PB,6077.0,0,BAIXO
Camalau,PB,6048.0,0,BAIXO
Campina Grande,PB,413830.0,0,MEDIO
Capim,PB,6715.0,0,BAIXO
Caraubas,PB,4206.0,0,BAIXO
Carrapateira,PB,2714.0,0,BAIXO
Casserengue,PB,7530.0,0,BAIXO
Catingueira,PB,4938.0,0,BAIXO
Catole Do Rocha,PB,30819.0,0,BAIXO
Caturite,PB,4898.0,0,BAIXO
Conceicao,PB,19030.0,0,BAIXO
Condado,PB,6662.0,0,BAIXO
Conde,PB,25341.0,0,BAIXO
Congo,PB,4787.0,0,BAIXO
Coremas,PB,15438.0,0,BAIXO
Coxixola,PB,1948.0,0,BAIXO
Cruz Do Espirito Santo,PB,17599.0,0,BAIXO
Cubati,PB,7866.0,0,BAIXO
Cuite,PB,20331.0,0,BAIXO
Cuitegi,PB,6748.0,0,BAIXO
Cuite De Mamanguape,PB,6360.0,0,BAIXO
Curral De Cima,PB,5209.0,0,BAIXO
Curral Velho,PB,2508.0,0,BAIXO
Damiao,PB,5409.0,0,BAIXO
Desterro,PB,8332.0,0,BAIXO
Vista Serrana,PB,3850.0,0,BAIXO
Diamante,PB,6506.0,0,BAIXO
Dona Ines,PB,10375.0,0,BAIXO
Duas Estradas,PB,3569.0,0,BAIXO
Emas,PB,3556.0,0,BAIXO
Esperanca,PB,33386.0,0,BAIXO
Fagundes,PB,11180.0,0,BAIXO
Frei Martinho,PB,2989.0,0,BAIXO
Gado Bravo,PB,8292.0,0,BAIXO
Guarabira,PB,59389.0,0,BAIXO
Gurinhem,PB,14125.0,0,BAIXO
Gurjao,PB,3477.0,0,BAIXO
Ibiara,PB,5877.0,0,BAIXO
Imaculada,PB,11877.0,0,BAIXO
Inga,PB,18184.0,0,BAIXO
Itabaiana,PB,24363.0,0,BAIXO
Itaporanga,PB,24960.0,0,BAIXO
Itapororoca,PB,18978.0,0,BAIXO
Itatuba,PB,11069.0,0,BAIXO
Jacarau,PB,14467.0,0,BAIXO
Jerico,PB,7751.0,0,BAIXO
Joao Pessoa,PB,825796.0,1,ALTO
Juarez Tavora,PB,8014.0,0,BAIXO
Juazeirinho,PB,18422.0,0,BAIXO
Junco Do Serido,PB,7238.0,0,BAIXO
Juripiranga,PB,10830.0,0,BAIXO
Juru,PB,9831.0,0,BAIXO
Lagoa,PB,4640.0,0,BAIXO
Lagoa De Dentro,PB,7754.0,0,BAIXO
Lagoa Seca,PB,27728.0,0,BAIXO
Lastro,PB,2698.0,0,BAIXO
Livramento,PB,7274.0,0,BAIXO
Logradouro,PB,4406.0,0,BAIXO
Lucena,PB,13344.0,0,BAIXO
Mae D'Agua,PB,3988.0,0,BAIXO
Malta,PB,5745.0,0,BAIXO
Mamanguape,PB,45385.0,0,BAIXO
Manaira,PB,10988.0,0,BAIXO
Marcacao,PB,8746.0,0,BAIXO
Mari,PB,21895.0,0,BAIXO
Marizopolis,PB,6689.0,0,BAIXO
Massaranduba,PB,14077.0,0,BAIXO
Mataraca,PB,8642.0,0,BAIXO
Matinhas,PB,4528.0,0,BAIXO
Mato Grosso,PB,2944.0,0,BAIXO
Matureia,PB,6690.0,0,BAIXO
Mogeiro,PB,13238.0,0,BAIXO
Montadas,PB,5806.0,0,BAIXO
Monte Horebe,PB,4867.0,0,BAIXO
Monteiro,PB,33638.0,0,BAIXO
Mulungu,PB,9962.0,0,BAIXO
Natuba,PB,10449.0,0,BAIXO
Nazarezinho,PB,7271.0,0,BAIXO
Nova Floresta,PB,10614.0,0,BAIXO
Nova Olinda,PB,5892.0,0,BAIXO
Nova Palmeira,PB,5011.0,0,BAIXO
Olho D'Agua,PB,6399.0,0,BAIXO
Olivedos,PB,3989.0,0,BAIXO
Ouro Velho,PB,3052.0,0,BAIXO
Parari,PB,1747.0,0,BAIXO
Passagem,PB,2453.0,0,BAIXO
Patos,PB,108766.0,0,MEDIO
Paulista,PB,12411.0,0,BAIXO
Pedra Branca,PB,3802.0,0,BAIXO
Pedra Lavrada,PB,7954.0,0,BAIXO
Pedras De Fogo,PB,28607.0,0,BAIXO
Pianco,PB,16147.0,0,BAIXO
Picui,PB,18737.0,0,BAIXO
Pilar,PB,12036.0,0,BAIXO
Piloes,PB,6518.0,0,BAIXO
Piloezinhos,PB,4937.0,0,BAIXO
Pirpirituba,PB,10590.0,0,BAIXO
Pitimbu,PB,19478.0,0,BAIXO
Pocinhos,PB,18848.0,0,BAIXO
Poco Dantas,PB,3877.0,0,BAIXO
Poco De Jose De Moura,PB,4366.0,0,BAIXO
Pombal,PB,32803.0,0,BAIXO
Prata,PB,4265.0,0,BAIXO
Princesa Isabel,PB,23749.0,0,BAIXO
Puxinana,PB,13801.0,0,BAIXO
Queimadas,PB,44388.0,0,BAIXO
Quixaba,PB,2009.0,0,BAIXO
Remigio,PB,19973.0,0,BAIXO
Pedro Regis,PB,6139.0,0,BAIXO
Riachao,PB,3650.0,0,BAIXO
Riachao Do Bacamarte,PB,4562.0,0,BAIXO
Riachao Do Poco,PB,4571.0,0,BAIXO
Riacho De Santo Antonio,PB,1999.0,0,BAIXO
Riacho Dos Cavalos,PB,8555.0,0,BAIXO
Rio Tinto,PB,24258.0,0,BAIXO
Salgadinho,PB,3975.0,0,BAIXO
Salgado De Sao Felix,PB,12123.0,0,BAIXO
Santa Cecilia,PB,6526.0,0,BAIXO
Santa Cruz,PB,6579.0,0,BAIXO
Santa Helena,PB,5853.0,0,BAIXO
Santa Ines,PB,3591.0,0,BAIXO
Santa Luzia,PB,15470.0,0,BAIXO
Santana De Mangueira,PB,5098.0,0,BAIXO
Santana Dos Garrotes,PB,6942.0,0,BAIXO
Joca Claudino,PB,2640.0,0,BAIXO
Santa Rita,PB,138093.0,0,MEDIO
Santa Teresinha,PB,4550.0,0,BAIXO
Santo Andre,PB,2496.0,0,BAIXO
Sao Bento,PB,34650.0,0,BAIXO
Sao Bentinho,PB,4602.0,0,BAIXO
Sao Domingos Do Cariri,PB,2645.0,0,BAIXO
Sao Domingos,PB,3119.0,0,BAIXO
Sao Francisco,PB,3377.0,0,BAIXO
Sao Joao Do Cariri,PB,4170.0,0,BAIXO
Sao Joao Do Tigre,PB,4408.0,0,BAIXO
Sao Jose Da Lagoa Tapada,PB,7622.0,0,BAIXO
Sao Jose De Caiana,PB,6394.0,0,BAIXO
Sao Jose De Espinharas,PB,4631.0,0,BAIXO
Sao Jose Dos Ramos,PB,6037.0,0,BAIXO
Sao Jose De Piranhas,PB,20406.0,0,BAIXO
Sao Jose De Princesa,PB,3898.0,0,BAIXO
Sao Jose Do Bonfim,PB,3619.0,0,BAIXO
Sao Jose Do Brejo Do Cruz,PB,1821.0,0,BAIXO
Sao Jose Do Sabugi,PB,4153.0,0,BAIXO
Sao Jose Dos Cordeiros,PB,3607.0,0,BAIXO
Sao Mamede,PB,7682.0,0,BAIXO
Sao Miguel De Taipu,PB,7450.0,0,BAIXO
Sao Sebastiao De Lagoa De Roca,PB,11793.0,0,BAIXO
Sao Sebastiao Do Umbuzeiro,PB,3534.0,0,BAIXO
Sape,PB,52977.0,0,BAIXO
Sao Vicente Do Serido,PB,10919.0,0,BAIXO
Serra Branca,PB,13807.0,0,BAIXO
Serra Da Raiz,PB,3114.0,0,BAIXO
Serra Grande,PB,2921.0,0,BAIXO
Serra Redonda,PB,7001.0,0,BAIXO
Serraria,PB,6037.0,0,BAIXO
Sertaozinho,PB,5152.0,0,BAIXO
Sobrado,PB,7845.0,0,BAIXO
Solanea,PB,26051.0,0,BAIXO
Soledade,PB,15211.0,0,BAIXO
Sossego,PB,3631.0,0,BAIXO
Sousa,PB,69997.0,0,BAIXO
Sume,PB,17096.0,0,BAIXO
Tacima,PB,11024.0,0,BAIXO
Taperoa,PB,15505.0,0,BAIXO
Tavares,PB,14791.0,0,BAIXO
Teixeira,PB,15333.0,0,BAIXO
Tenorio,PB,3103.0,0,BAIXO
Triunfo,PB,9473.0,0,BAIXO
Uirauna,PB,15356.0,0,BAIXO
Umbuzeiro,PB,9914.0,0,BAIXO
Varzea,PB,2870.0,0,BAIXO
Vieiropolis,PB,5395.0,0,BAIXO
Zabele,PB,2269.0,0,BAIXO
Abreu E Lima,PE,100698.0,0,MEDIO
Afogados Da Ingazeira,PE,37546.0,0,BAIXO
Afranio,PE,19981.0,0,BAIXO
Agrestina,PE,25240.0,0,BAIXO
Agua Preta,PE,37386.0,0,BAIXO
Aguas Belas,PE,43923.0,0,BAIXO
Alagoinha,PE,14798.0,0,BAIXO
Alianca,PE,38408.0,0,BAIXO
Altinho,PE,22996.0,0,BAIXO
Amaraji,PE,22910.0,0,BAIXO
Angelim,PE,11301.0,0,BAIXO
Aracoiaba,PE,20936.0,0,BAIXO
Araripina,PE,85301.0,0,BAIXO
Arcoverde,PE,75295.0,0,BAIXO
Barra De Guabiraba,PE,14632.0,0,BAIXO
Barreiros,PE,42866.0,0,BAIXO
Belem De Maria,PE,12169.0,0,BAIXO
Belem Do Sao Francisco,PE,20730.0,0,BAIXO
Belo Jardim,PE,76930.0,0,BAIXO
Betania,PE,12811.0,0,BAIXO
Bezerros,PE,60960.0,0,BAIXO
Bodoco,PE,38605.0,0,BAIXO
Bom Conselho,PE,48975.0,0,BAIXO
Bom Jardim,PE,40038.0,0,BAIXO
Bonito,PE,38101.0,0,BAIXO
Brejao,PE,8981.0,0,BAIXO
Brejinho,PE,7489.0,0,BAIXO
Brejo Da Madre De Deus,PE,51696.0,0,BAIXO
Buenos Aires,PE,13224.0,0,BAIXO
Buique,PE,59448.0,0,BAIXO
Cabo De Santo Agostinho,PE,210796.0,0,MEDIO
Cabrobo,PE,34778.0,0,BAIXO
Cachoeirinha,PE,20618.0,0,BAIXO
Caetes,PE,29065.0,0,BAIXO
Calcado,PE,10983.0,0,BAIXO
Calumbi,PE,5744.0,0,BAIXO
Camaragibe,PE,159945.0,0,MEDIO
Camocim De Sao Felix,PE,19032.0,0,BAIXO
Camutanga,PE,8592.0,0,BAIXO
Canhotinho,PE,24743.0,0,BAIXO
Capoeiras,PE,20048.0,0,BAIXO
Carnaiba,PE,19666.0,0,BAIXO
Carnaubeira Da Penha,PE,13117.0,0,BAIXO
Carpina,PE,85131.0,0,BAIXO
Caruaru,PE,369343.0,0,MEDIO
Casinhas,PE,14395.0,0,BAIXO
Catende,PE,43778.0,0,BAIXO
Cedro,PE,11972.0,0,BAIXO
Cha De Alegria,PE,13641.0,0,BAIXO
Cha Grande,PE,21929.0,0,BAIXO
Condado,PE,26755.0,0,BAIXO
Correntes,PE,18327.0,0,BAIXO
Cortes,PE,12543.0,0,BAIXO
Cumaru,PE,9494.0,0,BAIXO
Cupira,PE,24237.0,0,BAIXO
Custodia,PE,37633.0,0,BAIXO
Dormentes,PE,19246.0,0,BAIXO
Escada,PE,69701.0,0,BAIXO
Exu,PE,31709.0,0,BAIXO
Feira Nova,PE,22360.0,0,BAIXO
Fernando De Noronha,PE,3140.0,0,BAIXO
Ferreiros,PE,12216.0,0,BAIXO
Flores,PE,22612.0,0,BAIXO
Floresta,PE,33488.0,0,BAIXO
Frei Miguelinho,PE,15633.0,0,BAIXO
Gameleira,PE,31578.0,0,BAIXO
Garanhuns,PE,141347.0,0,MEDIO
Gloria Do Goita,PE,30847.0,0,BAIXO
Goiana,PE,80345.0,0,BAIXO
Granito,PE,7586.0,0,BAIXO
Gravata,PE,85309.0,0,BAIXO
Iati,PE,19284.0,0,BAIXO
Ibimirim,PE,29585.0,0,BAIXO
Ibirajuba,PE,7773.0,0,BAIXO
Igarassu,PE,119690.0,0,MEDIO
Iguaracy,PE,12265.0,0,BAIXO
Inaja,PE,24034.0,0,BAIXO
Ingazeira,PE,4537.0,0,BAIXO
Ipojuca,PE,99101.0,0,BAIXO
Ipubi,PE,31515.0,0,BAIXO
Itacuruba,PE,5013.0,0,BAIXO
Itaiba,PE,26268.0,0,BAIXO
Ilha De Itamaraca,PE,27076.0,0,BAIXO
Itambe,PE,36495.0,0,BAIXO
Itapetim,PE,13492.0,0,BAIXO
Itapissuma,PE,27144.0,0,BAIXO
Itaquitinga,PE,17056.0,0,BAIXO
Jaboatao Dos Guararapes,PE,711330.0,0,ALTO
Jaqueira,PE,11632.0,0,BAIXO
Jatauba,PE,17305.0,0,BAIXO
Jatoba,PE,14904.0,0,BAIXO
Joao Alfredo,PE,33570.0,0,BAIXO
Joaquim Nabuco,PE,15999.0,0,BAIXO
Jucati,PE,11545.0,0,BAIXO
Jupi,PE,15007.0,0,BAIXO
Jurema,PE,15483.0,0,BAIXO
Lagoa Do Carro,PE,18429.0,0,BAIXO
Lagoa De Itaenga,PE,21490.0,0,BAIXO
Lagoa Do Ouro,PE,13300.0,0,BAIXO
Lagoa Dos Gatos,PE,16345.0,0,BAIXO
Lagoa Grande,PE,26090.0,0,BAIXO
Lajedo,PE,40883.0,0,BAIXO
Limoeiro,PE,56149.0,0,BAIXO
Macaparana,PE,25565.0,0,BAIXO
Machados,PE,16549.0,0,BAIXO
Manari,PE,22110.0,0,BAIXO
Maraial,PE,11098.0,0,BAIXO
Mirandiba,PE,15548.0,0,BAIXO
Moreno,PE,63792.0,0,BAIXO
Nazare Da Mata,PE,32673.0,0,BAIXO
Olinda,PE,393734.0,0,MEDIO
Orobo,PE,23985.0,0,BAIXO
Oroco,PE,15309.0,0,BAIXO
Ouricuri,PE,70466.0,0,BAIXO
Palmares,PE,63745.0,0,BAIXO
Palmeirina,PE,7509.0,0,BAIXO
Panelas,PE,26438.0,0,BAIXO
Paranatama,PE,11608.0,0,BAIXO
Parnamirim,PE,22198.0,0,BAIXO
Passira,PE,28856.0,0,BAIXO
Paudalho,PE,57346.0,0,BAIXO
Paulista,PE,336919.0,0,MEDIO
Pedra,PE,22716.0,0,BAIXO
Pesqueira,PE,68067.0,0,BAIXO
Petrolandia,PE,37246.0,0,BAIXO
Petrolina,PE,359372.0,0,MEDIO
Pocao,PE,11308.0,0,BAIXO
Pombos,PE,27204.0,0,BAIXO
Primavera,PE,15231.0,0,BAIXO
Quipapa,PE,26309.0,0,BAIXO
Quixaba,PE,6796.0,0,BAIXO
Recife,PE,1661017.0,1,ALTO
Riacho Das Almas,PE,20744.0,0,BAIXO
Ribeirao,PE,47813.0,0,BAIXO
Rio Formoso,PE,23719.0,0,BAIXO
Saire,PE,9600.0,0,BAIXO
Salgadinho,PE,11214.0,0,BAIXO
Salgueiro,PE,61561.0,0,BAIXO
Saloa,PE,15880.0,0,BAIXO
Sanharo,PE,27308.0,0,BAIXO
Santa Cruz,PE,15713.0,0,BAIXO
Santa Cruz Da Baixa Verde,PE,12708.0,0,BAIXO
Santa Cruz Do Capibaribe,PE,111812.0,0,MEDIO
Santa Filomena,PE,14645.0,0,BAIXO
Santa Maria Da Boa Vista,PE,42266.0,0,BAIXO
Santa Maria Do Cambuca,PE,14308.0,0,BAIXO
Santa Terezinha,PE,11914.0,0,BAIXO
Sao Benedito Do Sul,PE,16239.0,0,BAIXO
Sao Bento Do Una,PE,60567.0,0,BAIXO
Sao Caitano,PE,37488.0,0,BAIXO
Sao Joao,PE,23002.0,0,BAIXO
Sao Joaquim Do Monte,PE,21439.0,0,BAIXO
Sao Jose Da Coroa Grande,PE,21868.0,0,BAIXO
Sao Jose Do Belmonte,PE,34082.0,0,BAIXO
Sao Jose Do Egito,PE,34210.0,0,BAIXO
Sao Lourenco Da Mata,PE,114910.0,0,MEDIO
Sao Vicente Ferrer,PE,18150.0,0,BAIXO
Serra Talhada,PE,87467.0,0,BAIXO
Serrita,PE,19226.0,0,BAIXO
Sertania,PE,36189.0,0,BAIXO
Sirinhaem,PE,46845.0,0,BAIXO
Moreilandia,PE,11269.0,0,BAIXO
Solidao,PE,6034.0,0,BAIXO
Surubim,PE,66192.0,0,BAIXO
Tabira,PE,28860.0,0,BAIXO
Tacaimbo,PE,12843.0,0,BAIXO
Tacaratu,PE,26439.0,0,BAIXO
Tamandare,PE,23852.0,0,BAIXO
Taquaritinga Do Norte,PE,29472.0,0,BAIXO
Terezinha,PE,7227.0,0,BAIXO
Terra Nova,PE,10314.0,0,BAIXO
Timbauba,PE,52587.0,0,BAIXO
Toritama,PE,47088.0,0,BAIXO
Tracunhaem,PE,13856.0,0,BAIXO
Trindade,PE,31103.0,0,BAIXO
Triunfo,PE,15232.0,0,BAIXO
Tupanatinga,PE,27793.0,0,BAIXO
Tuparetama,PE,8266.0,0,BAIXO
Venturosa,PE,18835.0,0,BAIXO
Verdejante,PE,9572.0,0,BAIXO
Vertente Do Lerio,PE,7526.0,0,BAIXO
Vertentes,PE,21172.0,0,BAIXO
Vicencia,PE,32897.0,0,BAIXO
Vitoria De Santo Antao,PE,140389.0,0,MEDIO
Xexeu,PE,14789.0,0,BAIXO
Agua Branca,AL,20263.0,0,BAIXO
Anadia,AL,17507.0,0,BAIXO
Arapiraca,AL,234309.0,0,MEDIO
Atalaia,AL,47540.0,0,BAIXO
Barra De Santo Antonio,AL,16201.0,0,BAIXO
Barra De Sao Miguel,AL,8434.0,0,BAIXO
Batalha,AL,18440.0,0,BAIXO
Belem,AL,4226.0,0,BAIXO
Belo Monte,AL,6717.0,0,BAIXO
Boca Da Mata,AL,27429.0,0,BAIXO
Branquinha,AL,10426.0,0,BAIXO
Cacimbinhas,AL,10920.0,0,BAIXO
Cajueiro,AL,21397.0,0,BAIXO
Campestre,AL,6972.0,0,BAIXO
Campo Alegre,AL,57997.0,0,BAIXO
Campo Grande,AL,9576.0,0,BAIXO
Canapi,AL,17715.0,0,BAIXO
Capela,AL,16907.0,0,BAIXO
Carneiros,AL,9568.0,0,BAIXO
Cha Preta,AL,7311.0,0,BAIXO
Coite Do Noia,AL,10594.0,0,BAIXO
Colonia Leopoldina,AL,21935.0,0,BAIXO
Coqueiro Seco,AL,5882.0,0,BAIXO
Coruripe,AL,57647.0,0,BAIXO
Craibas,AL,24396.0,0,BAIXO
Delmiro Gouveia,AL,52501.0,0,BAIXO
Dois Riachos,AL,11059.0,0,BAIXO
Estrela De Alagoas,AL,18304.0,0,BAIXO
Feira Grande,AL,22192.0,0,BAIXO
Feliz Deserto,AL,4803.0,0,BAIXO
Flexeiras,AL,12823.0,0,BAIXO
Girau Do Ponciano,AL,41549.0,0,BAIXO
Ibateguara,AL,15637.0,0,BAIXO
Igaci,AL,25596.0,0,BAIXO
Igreja Nova,AL,24670.0,0,BAIXO
Inhapi,AL,18398.0,0,BAIXO
Jacare Dos Homens,AL,5185.0,0,BAIXO
Jacuipe,AL,6992.0,0,BAIXO
Japaratinga,AL,8444.0,0,BAIXO
Jaramataia,AL,5751.0,0,BAIXO
Jequia Da Praia,AL,11495.0,0,BAIXO
Joaquim Gomes,AL,24167.0,0,BAIXO
Jundia,AL,4119.0,0,BAIXO
Junqueiro,AL,24716.0,0,BAIXO
Lagoa Da Canoa,AL,17692.0,0,BAIXO
Limoeiro De Anadia,AL,28904.0,0,BAIXO
Maceio,AL,1031597.0,1,ALTO
Major Isidoro,AL,19923.0,0,BAIXO
Maragogi,AL,33351.0,0,BAIXO
Maravilha,AL,8850.0,0,BAIXO
Marechal Deodoro,AL,52848.0,0,BAIXO
Maribondo,AL,13123.0,0,BAIXO
Mar Vermelho,AL,3474.0,0,BAIXO
Mata Grande,AL,25200.0,0,BAIXO
Matriz De Camaragibe,AL,24627.0,0,BAIXO
Messias,AL,18201.0,0,BAIXO
Minador Do Negrao,AL,5315.0,0,BAIXO
Monteiropolis,AL,7171.0,0,BAIXO
Murici,AL,28428.0,0,BAIXO
Novo Lino,AL,12837.0,0,BAIXO
Olho D'Agua Das Flores,AL,21690.0,0,BAIXO
Olho D'Agua Do Casado,AL,9507.0,0,BAIXO
Olho D'Agua Grande,AL,5133.0,0,BAIXO
Olivenca,AL,11681.0,0,BAIXO
Ouro Branco,AL,11573.0,0,BAIXO
Palestina,AL,5061.0,0,BAIXO
Palmeira Dos Indios,AL,73452.0,0,BAIXO
Pao De Acucar,AL,24307.0,0,BAIXO
Pariconha,AL,10546.0,0,BAIXO
Paripueira,AL,13484.0,0,BAIXO
Passo De Camaragibe,AL,15270.0,0,BAIXO
Paulo Jacinto,AL,7556.0,0,BAIXO
Penedo,AL,64005.0,0,BAIXO
Piacabucu,AL,17868.0,0,BAIXO
