municipio,uf_raw,populacao,capital,classe_populacao
Miranda Do Norte,MA,29121.0,0,BAIXO
Mirinzal,MA,15059.0,0,BAIXO
Moncao,MA,33888.0,0,BAIXO
Montes Altos,MA,9064.0,0,BAIXO
Morros,MA,19708.0,0,BAIXO
Nina Rodrigues,MA,14826.0,0,BAIXO
Nova Colinas,MA,5469.0,0,BAIXO
Nova Iorque,MA,4682.0,0,BAIXO
Nova Olinda Do Maranhao,MA,21228.0,0,BAIXO
Olho D'Agua Das Cunhas,MA,19616.0,0,BAIXO
Olinda Nova Do Maranhao,MA,14968.0,0,BAIXO
Paco Do Lumiar,MA,125265.0,0,MEDIO
Palmeirandia,MA,19840.0,0,BAIXO
Paraibano,MA,21571.0,0,BAIXO
Parnarama,MA,35108.0,0,BAIXO
Passagem Franca,MA,19253.0,0,BAIXO
Pastos Bons,MA,19693.0,0,BAIXO
Paulino Neves,MA,16295.0,0,BAIXO
Paulo Ramos,MA,21092.0,0,BAIXO
Pedreiras,MA,39153.0,0,BAIXO
Pedro Do Rosario,MA,25560.0,0,BAIXO
Penalva,MA,38987.0,0,BAIXO
Peri Mirim,MA,14371.0,0,BAIXO
Peritoro,MA,23530.0,0,BAIXO
Pindare-Mirim,MA,33186.0,0,BAIXO
Pinheiro,MA,84160.0,0,BAIXO
Pio Xii,MA,21274.0,0,BAIXO
Pirapemas,MA,18814.0,0,BAIXO
Pocao De Pedras,MA,17321.0,0,BAIXO
Porto Franco,MA,24294.0,0,BAIXO
Porto Rico Do Maranhao,MA,5936.0,0,BAIXO
Presidente Dutra,MA,48264.0,0,BAIXO
Presidente Juscelino,MA,12939.0,0,BAIXO
Presidente Medici,MA,7124.0,0,BAIXO
Presidente Sarney,MA,19217.0,0,BAIXO
Presidente Vargas,MA,11328.0,0,BAIXO
Primeira Cruz,MA,15545.0,0,BAIXO
Raposa,MA,31586.0,0,BAIXO
Riachao,MA,20288.0,0,BAIXO
Ribamar Fiquene,MA,7859.0,0,BAIXO
Rosario,MA,43243.0,0,BAIXO
Sambaiba,MA,5686.0,0,BAIXO
Santa Filomena Do Maranhao,MA,7878.0,0,BAIXO
Santa Helena,MA,42829.0,0,BAIXO
Santa Ines,MA,89927.0,0,BAIXO
Santa Luzia,MA,73105.0,0,BAIXO
Santa Luzia Do Parua,MA,25487.0,0,BAIXO
Santa Quiteria Do Maranhao,MA,25884.0,0,BAIXO
Santa Rita,MA,38732.0,0,BAIXO
Santana Do Maranhao,MA,13704.0,0,BAIXO
Santo Amaro Do Maranhao,MA,16219.0,0,BAIXO
Santo Antonio Dos Lopes,MA,14516.0,0,BAIXO
Sao Benedito Do Rio Preto,MA,18769.0,0,BAIXO
Sao Bento,MA,45989.0,0,BAIXO
Sao Bernardo,MA,28825.0,0,BAIXO
Sao Domingos Do Azeitao,MA,7448.0,0,BAIXO
Sao Domingos Do Maranhao,MA,34391.0,0,BAIXO
Sao Felix De Balsas,MA,4540.0,0,BAIXO
Sao Francisco Do Brejao,MA,12082.0,0,BAIXO
Sao Francisco Do Maranhao,MA,12226.0,0,BAIXO
Sao Joao Batista,MA,20736.0,0,BAIXO
Sao Joao Do Caru,MA,15768.0,0,BAIXO
Sao Joao Do Paraiso,MA,11207.0,0,BAIXO
Sao Joao Do Soter,MA,18746.0,0,BAIXO
Sao Joao Dos Patos,MA,26063.0,0,BAIXO
Sao Jose De Ribamar,MA,180345.0,0,MEDIO
Sao Jose Dos Basilios,MA,7639.0,0,BAIXO
Sao Luis,MA,1115932.0,1,ALTO
Sao Luis Gonzaga Do Maranhao,MA,18600.0,0,BAIXO
Sao Mateus Do Maranhao,MA,41750.0,0,BAIXO
Sao Pedro Da Agua Branca,MA,12779.0,0,BAIXO
Sao Pedro Dos Crentes,MA,4700.0,0,BAIXO
Sao Raimundo Das Mangabeiras,MA,19090.0,0,BAIXO
Sao Raimundo Do Doca Bezerra,MA,5028.0,0,BAIXO
Sao Roberto,MA,6856.0,0,BAIXO
Sao Vicente Ferrer,MA,22452.0,0,BAIXO
Satubinha,MA,14274.0,0,BAIXO
Senador Alexandre Costa,MA,11285.0,0,BAIXO
Senador La Rocque,MA,13981.0,0,BAIXO
Serrano Do Maranhao,MA,10343.0,0,BAIXO
Sitio Novo,MA,18237.0,0,BAIXO
Sucupira Do Norte,MA,10631.0,0,BAIXO
Sucupira Do Riachao,MA,5692.0,0,BAIXO
Tasso Fragoso,MA,8642.0,0,BAIXO
Timbiras,MA,29241.0,0,BAIXO
Timon,MA,171317.0,0,MEDIO
Trizidela Do Vale,MA,22223.0,0,BAIXO
Tufilandia,MA,5868.0,0,BAIXO
Tuntum,MA,42242.0,0,BAIXO
Turiacu,MA,35811.0,0,BAIXO
Turilandia,MA,26112.0,0,BAIXO
Tutoia,MA,59927.0,0,BAIXO
Urbano Santos,MA,33791.0,0,BAIXO
Vargem Grande,MA,57813.0,0,BAIXO
Viana,MA,52852.0,0,BAIXO
Vila Nova Dos Martirios,MA,13800.0,0,BAIXO
Vitoria Do Mearim,MA,32956.0,0,BAIXO
Vitorino Freire,MA,31520.0,0,BAIXO
Ze Doca,MA,52190.0,0,BAIXO
Acaua,PI,7119.0,0,BAIXO
Agricolandia,PI,5123.0,0,BAIXO
Agua Branca,PI,17525.0,0,BAIXO
Alagoinha Do Piaui,PI,7678.0,0,BAIXO
Alegrete Do Piaui,PI,4921.0,0,BAIXO
Alto Longa,PI,14371.0,0,BAIXO
Altos,PI,40681.0,0,BAIXO
Alvorada Do Gurgueia,PI,5469.0,0,BAIXO
Amarante,PI,17609.0,0,BAIXO
Angical Do Piaui,PI,6779.0,0,BAIXO
Anisio De Abreu,PI,9994.0,0,BAIXO
Antonio Almeida,PI,3175.0,0,BAIXO
Aroazes,PI,5819.0,0,BAIXO
Aroeiras Do Itaim,PI,2551.0,0,BAIXO
Arraial,PI,4713.0,0,BAIXO
Assuncao Do Piaui,PI,7879.0,0,BAIXO
Avelino Lopes,PI,11361.0,0,BAIXO
Baixa Grande Do Ribeiro,PI,11751.0,0,BAIXO
Barra D'Alcantara,PI,3953.0,0,BAIXO
Barras,PI,47298.0,0,BAIXO
Barreiras Do Piaui,PI,3356.0,0,BAIXO
Barro Duro,PI,7022.0,0,BAIXO
Batalha,PI,26951.0,0,BAIXO
Bela Vista Do Piaui,PI,4044.0,0,BAIXO
Belem Do Piaui,PI,3607.0,0,BAIXO
Beneditinos,PI,10479.0,0,BAIXO
Bertolinia,PI,5512.0,0,BAIXO
Betania Do Piaui,PI,6214.0,0,BAIXO
Boa Hora,PI,6848.0,0,BAIXO
Bocaina,PI,4509.0,0,BAIXO
Bom Jesus,PI,25584.0,0,BAIXO
Bom Principio Do Piaui,PI,5670.0,0,BAIXO
Bonfim Do Piaui,PI,5700.0,0,BAIXO
Boqueirao Do Piaui,PI,6443.0,0,BAIXO
Brasileira,PI,8364.0,0,BAIXO
Brejo Do Piaui,PI,3824.0,0,BAIXO
Buriti Dos Lopes,PI,19832.0,0,BAIXO
Buriti Dos Montes,PI,8282.0,0,BAIXO
Cabeceiras Do Piaui,PI,10671.0,0,BAIXO
Cajazeiras Do Piaui,PI,3586.0,0,BAIXO
Cajueiro Da Praia,PI,7704.0,0,BAIXO
Caldeirao Grande Do Piaui,PI,5786.0,0,BAIXO
Campinas Do Piaui,PI,5628.0,0,BAIXO
Campo Alegre Do Fidalgo,PI,5093.0,0,BAIXO
Campo Grande Do Piaui,PI,5987.0,0,BAIXO
Campo Largo Do Piaui,PI,7342.0,0,BAIXO
Campo Maior,PI,46950.0,0,BAIXO
Canavieira,PI,3938.0,0,BAIXO
Canto Do Buriti,PI,21326.0,0,BAIXO
Capitao De Campos,PI,11471.0,0,BAIXO
Capitao Gervasio Oliveira,PI,4127.0,0,BAIXO
Caracol,PI,11009.0,0,BAIXO
Caraubas Do Piaui,PI,5910.0,0,BAIXO
Caridade Do Piaui,PI,5102.0,0,BAIXO
Castelo Do Piaui,PI,19716.0,0,BAIXO
Caxingo,PI,5477.0,0,BAIXO
Cocal,PI,27901.0,0,BAIXO
Cocal De Telha,PI,4908.0,0,BAIXO
Cocal Dos Alves,PI,6180.0,0,BAIXO
Coivaras,PI,4044.0,0,BAIXO
Colonia Do Gurgueia,PI,6545.0,0,BAIXO
Colonia Do Piaui,PI,7665.0,0,BAIXO
Conceicao Do Caninde,PI,4811.0,0,BAIXO
Coronel Jose Dias,PI,4688.0,0,BAIXO
Corrente,PI,26771.0,0,BAIXO
Cristalandia Do Piaui,PI,8350.0,0,BAIXO
Cristino Castro,PI,10464.0,0,BAIXO
Curimata,PI,11461.0,0,BAIXO
Currais,PI,4982.0,0,BAIXO
Curralinhos,PI,4475.0,0,BAIXO
Curral Novo Do Piaui,PI,5390.0,0,BAIXO
Demerval Lobao,PI,13862.0,0,BAIXO
Dirceu Arcoverde,PI,7046.0,0,BAIXO
Dom Expedito Lopes,PI,6940.0,0,BAIXO
Domingos Mourao,PI,4352.0,0,BAIXO
Dom Inocencio,PI,9574.0,0,BAIXO
Elesbao Veloso,PI,14550.0,0,BAIXO
Eliseu Martins,PI,4943.0,0,BAIXO
Esperantina,PI,39953.0,0,BAIXO
Fartura Do Piaui,PI,5330.0,0,BAIXO
Flores Do Piaui,PI,4461.0,0,BAIXO
Floresta Do Piaui,PI,2561.0,0,BAIXO
Floriano,PI,60111.0,0,BAIXO
Francinopolis,PI,5345.0,0,BAIXO
Francisco Ayres,PI,4300.0,0,BAIXO
Francisco Macedo,PI,3216.0,0,BAIXO
Francisco Santos,PI,9423.0,0,BAIXO
Fronteiras,PI,11690.0,0,BAIXO
Geminiano,PI,5477.0,0,BAIXO
Gilbues,PI,10698.0,0,BAIXO
Guadalupe,PI,10496.0,0,BAIXO
Guaribas,PI,4573.0,0,BAIXO
Hugo Napoleao,PI,3880.0,0,BAIXO
Ilha Grande,PI,9487.0,0,BAIXO
Inhuma,PI,15330.0,0,BAIXO
Ipiranga Do Piaui,PI,9863.0,0,BAIXO
Isaias Coelho,PI,8582.0,0,BAIXO
Itainopolis,PI,11571.0,0,BAIXO
Itaueira,PI,11037.0,0,BAIXO
Jacobina Do Piaui,PI,5718.0,0,BAIXO
Jaicos,PI,19233.0,0,BAIXO
Jardim Do Mulato,PI,4522.0,0,BAIXO
Jatoba Do Piaui,PI,4885.0,0,BAIXO
Jerumenha,PI,4443.0,0,BAIXO
Joao Costa,PI,3003.0,0,BAIXO
Joaquim Pires,PI,14396.0,0,BAIXO
Joca Marques,PI,5488.0,0,BAIXO
Jose De Freitas,PI,39457.0,0,BAIXO
Juazeiro Do Piaui,PI,5491.0,0,BAIXO
Julio Borges,PI,5653.0,0,BAIXO
Jurema,PI,4790.0,0,BAIXO
Lagoinha Do Piaui,PI,2870.0,0,BAIXO
Lagoa Alegre,PI,8610.0,0,BAIXO
Lagoa Do Barro Do Piaui,PI,4658.0,0,BAIXO
Lagoa De Sao Francisco,PI,6795.0,0,BAIXO
Lagoa Do Piaui,PI,4086.0,0,BAIXO
Lagoa Do Sitio,PI,5219.0,0,BAIXO
Landri Sales,PI,5272.0,0,BAIXO
Luis Correia,PI,30558.0,0,BAIXO
Luzilandia,PI,25521.0,0,BAIXO
Madeiro,PI,8372.0,0,BAIXO
Manoel Emidio,PI,5352.0,0,BAIXO
Marcolandia,PI,8590.0,0,BAIXO
Marcos Parente,PI,4546.0,0,BAIXO
Massape Do Piaui,PI,6456.0,0,BAIXO
Matias Olimpio,PI,10979.0,0,BAIXO
Miguel Alves,PI,33901.0,0,BAIXO
Miguel Leao,PI,1239.0,0,BAIXO
Milton Brandao,PI,6603.0,0,BAIXO
Monsenhor Gil,PI,10563.0,0,BAIXO
Monsenhor Hipolito,PI,7785.0,0,BAIXO
Monte Alegre Do Piaui,PI,10618.0,0,BAIXO
Morro Cabeca No Tempo,PI,4527.0,0,BAIXO
Morro Do Chapeu Do Piaui,PI,6825.0,0,BAIXO
Murici Dos Portelas,PI,9258.0,0,BAIXO
Nazare Do Piaui,PI,7307.0,0,BAIXO
Nazaria,PI,8632.0,0,BAIXO
Nossa Senhora De Nazare,PI,4911.0,0,BAIXO
Nossa Senhora Dos Remedios,PI,8751.0,0,BAIXO
Novo Oriente Do Piaui,PI,6548.0,0,BAIXO
Novo Santo Antonio,PI,3014.0,0,BAIXO
Oeiras,PI,37138.0,0,BAIXO
Olho D'Agua Do Piaui,PI,2477.0,0,BAIXO
Padre Marcos,PI,6879.0,0,BAIXO
Paes Landim,PI,4124.0,0,BAIXO
Pajeu Do Piaui,PI,3416.0,0,BAIXO
Palmeira Do Piaui,PI,5029.0,0,BAIXO
Palmeirais,PI,14633.0,0,BAIXO
Paqueta,PI,3931.0,0,BAIXO
Parnagua,PI,10846.0,0,BAIXO
Parnaiba,PI,153863.0,0,MEDIO
Passagem Franca Do Piaui,PI,4331.0,0,BAIXO
Patos Do Piaui,PI,6420.0,0,BAIXO
Pau D'Arco Do Piaui,PI,4084.0,0,BAIXO
Paulistana,PI,20583.0,0,BAIXO
Pavussu,PI,3662.0,0,BAIXO
Pedro Ii,PI,38812.0,0,BAIXO
Pedro Laurentino,PI,2551.0,0,BAIXO
Nova Santa Rita,PI,4392.0,0,BAIXO
Picos,PI,78627.0,0,BAIXO
Pimenteiras,PI,12150.0,0,BAIXO
Pio Ix,PI,18492.0,0,BAIXO
Piracuruca,PI,28952.0,0,BAIXO
Piripiri,PI,63829.0,0,BAIXO
Porto,PI,12646.0,0,BAIXO
Porto Alegre Do Piaui,PI,2728.0,0,BAIXO
Prata Do Piaui,PI,3149.0,0,BAIXO
Queimada Nova,PI,9041.0,0,BAIXO
Redencao Do Gurgueia,PI,8814.0,0,BAIXO
Regeneracao,PI,17979.0,0,BAIXO
Riacho Frio,PI,4306.0,0,BAIXO
Ribeira Do Piaui,PI,4499.0,0,BAIXO
Ribeiro Goncalves,PI,7408.0,0,BAIXO
Rio Grande Do Piaui,PI,6434.0,0,BAIXO
Santa Cruz Do Piaui,PI,6254.0,0,BAIXO
Santa Cruz Dos Milagres,PI,4046.0,0,BAIXO
Santa Filomena,PI,6256.0,0,BAIXO
Santa Luz,PI,5903.0,0,BAIXO
Santana Do Piaui,PI,4650.0,0,BAIXO
Santa Rosa Do Piaui,PI,5254.0,0,BAIXO
Santo Antonio De Lisboa,PI,6466.0,0,BAIXO
Santo Antonio Dos Milagres,PI,2172.0,0,BAIXO
Santo Inacio Do Piaui,PI,3809.0,0,BAIXO
Sao Braz Do Piaui,PI,4454.0,0,BAIXO
Sao Felix Do Piaui,PI,2923.0,0,BAIXO
Sao Francisco De Assis Do Piaui,PI,5801.0,0,BAIXO
Sao Francisco Do Piaui,PI,6417.0,0,BAIXO
Sao Goncalo Do Gurgueia,PI,3071.0,0,BAIXO
Sao Goncalo Do Piaui,PI,5044.0,0,BAIXO
Sao Joao Da Canabrava,PI,4619.0,0,BAIXO
Sao Joao Da Fronteira,PI,6084.0,0,BAIXO
Sao Joao Da Serra,PI,6106.0,0,BAIXO
Sao Joao Da Varjota,PI,4856.0,0,BAIXO
Sao Joao Do Arraial,PI,8085.0,0,BAIXO
Sao Joao Do Piaui,PI,20720.0,0,BAIXO
Sao Jose Do Divino,PI,5361.0,0,BAIXO
Sao Jose Do Peixe,PI,3737.0,0,BAIXO
Sao Jose Do Piaui,PI,6696.0,0,BAIXO
Sao Juliao,PI,6379.0,0,BAIXO
Sao Lourenco Do Piaui,PI,4581.0,0,BAIXO
Sao Luis Do Piaui,PI,2648.0,0,BAIXO
Sao Miguel Da Baixa Grande,PI,2456.0,0,BAIXO
Sao Miguel Do Fidalgo,PI,3037.0,0,BAIXO
Sao Miguel Do Tapuio,PI,17617.0,0,BAIXO
Sao Pedro Do Piaui,PI,14356.0,0,BAIXO
Sao Raimundo Nonato,PI,35035.0,0,BAIXO
Sebastiao Barros,PI,3434.0,0,BAIXO
Sebastiao Leal,PI,4311.0,0,BAIXO
Sigefredo Pacheco,PI,10074.0,0,BAIXO
Simoes,PI,14664.0,0,BAIXO
Simplicio Mendes,PI,12778.0,0,BAIXO
Socorro Do Piaui,PI,4557.0,0,BAIXO
Sussuapara,PI,6801.0,0,BAIXO
Tamboril Do Piaui,PI,2939.0,0,BAIXO
Tanque Do Piaui,PI,2781.0,0,BAIXO
Teresina,PI,871126.0,1,ALTO
Uniao,PI,44649.0,0,BAIXO
Urucui,PI,21746.0,0,BAIXO
Valenca Do Piaui,PI,20940.0,0,BAIXO
Varzea Branca,PI,4930.0,0,BAIXO
Varzea Grande,PI,4382.0,0,BAIXO
Vera Mendes,PI,3082.0,0,BAIXO
Vila Nova Do Piaui,PI,2935.0,0,BAIXO
Wall Ferraz,PI,4479.0,0,BAIXO
Abaiara,CE,11965.0,0,BAIXO
Acarape,CE,15140.0,0,BAIXO
Acarau,CE,63556.0,0,BAIXO
Acopiara,CE,54687.0,0,BAIXO
Aiuaba,CE,17584.0,0,BAIXO
Alcantaras,CE,11846.0,0,BAIXO
Altaneira,CE,7712.0,0,BAIXO
Alto Santo,CE,16077.0,0,BAIXO
Amontada,CE,44195.0,0,BAIXO
Antonina Do Norte,CE,7402.0,0,BAIXO
Apuiares,CE,14742.0,0,BAIXO
Aquiraz,CE,81581.0,0,BAIXO
Aracati,CE,75392.0,0,BAIXO
Aracoiaba,CE,26600.0,0,BAIXO
Ararenda,CE,10983.0,0,BAIXO
Araripe,CE,21707.0,0,BAIXO
Aratuba,CE,11759.0,0,BAIXO
Arneiroz,CE,7848.0,0,BAIXO
Assare,CE,23537.0,0,BAIXO
Aurora,CE,24567.0,0,BAIXO
Baixio,CE,6318.0,0,BAIXO
Banabuiu,CE,18313.0,0,BAIXO
Barbalha,CE,61662.0,0,BAIXO
Barreira,CE,22715.0,0,BAIXO
Barro,CE,22834.0,0,BAIXO
Barroquinha,CE,15069.0,0,BAIXO
Baturite,CE,36127.0,0,BAIXO
Beberibe,CE,54315.0,0,BAIXO
Bela Cruz,CE,32851.0,0,BAIXO
Boa Viagem,CE,54680.0,0,BAIXO
Brejo Santo,CE,50195.0,0,BAIXO
Camocim,CE,64147.0,0,BAIXO
Campos Sales,CE,27513.0,0,BAIXO
Caninde,CE,77484.0,0,BAIXO
Capistrano,CE,17830.0,0,BAIXO
Caridade,CE,23011.0,0,BAIXO
Carire,CE,18470.0,0,BAIXO
Caririacu,CE,27008.0,0,BAIXO
Carius,CE,18700.0,0,BAIXO
Carnaubal,CE,17763.0,0,BAIXO
Cascavel,CE,72706.0,0,BAIXO
Catarina,CE,21041.0,0,BAIXO
Catunda,CE,10410.0,0,BAIXO
Caucaia,CE,368918.0,0,MEDIO
Cedro,CE,25612.0,0,BAIXO
Chaval,CE,13112.0,0,BAIXO
Choro,CE,13608.0,0,BAIXO
Chorozinho,CE,20286.0,0,BAIXO
Coreau,CE,23340.0,0,BAIXO
Crateus,CE,75241.0,0,BAIXO
Crato,CE,133913.0,0,MEDIO
Croata,CE,18201.0,0,BAIXO
Cruz,CE,25121.0,0,BAIXO
Deputado Irapuan Pinheiro,CE,9698.0,0,BAIXO
Erere,CE,7254.0,0,BAIXO
Eusebio,CE,55035.0,0,BAIXO
Farias Brito,CE,19330.0,0,BAIXO
Forquilha,CE,24680.0,0,BAIXO
Fortaleza,CE,2703391.0,1,ALTO
Fortim,CE,16776.0,0,BAIXO
Frecheirinha,CE,14195.0,0,BAIXO
General Sampaio,CE,7767.0,0,BAIXO
Graca,CE,14415.0,0,BAIXO
Granja,CE,55170.0,0,BAIXO
Granjeiro,CE,4784.0,0,BAIXO
Groairas,CE,11219.0,0,BAIXO
Guaiuba,CE,26508.0,0,BAIXO
Guaraciaba Do Norte,CE,40921.0,0,BAIXO
Guaramiranga,CE,5073.0,0,BAIXO
Hidrolandia,CE,20126.0,0,BAIXO
Horizonte,CE,69688.0,0,BAIXO
Ibaretama,CE,13385.0,0,BAIXO
Ibiapina,CE,25165.0,0,BAIXO
Ibicuitinga,CE,12730.0,0,BAIXO
Icapui,CE,20183.0,0,BAIXO
Ico,CE,68303.0,0,BAIXO
Iguatu,CE,103633.0,0,MEDIO
Independencia,CE,26196.0,0,BAIXO
Ipaporanga,CE,11597.0,0,BAIXO
Ipaumirim,CE,12507.0,0,BAIXO
Ipu,CE,42148.0,0,BAIXO
Ipueiras,CE,38064.0,0,BAIXO
Iracema,CE,14351.0,0,BAIXO
Iraucuba,CE,24450.0,0,BAIXO
Itaicaba,CE,7904.0,0,BAIXO
Itaitinga,CE,38661.0,0,BAIXO
Itapaje,CE,53448.0,0,BAIXO
Itapipoca,CE,131687.0,0,MEDIO
Itapiuna,CE,20653.0,0,BAIXO
Itarema,CE,42595.0,0,BAIXO
Itatira,CE,22018.0,0,BAIXO
Jaguaretama,CE,18133.0,0,BAIXO
Jaguaribara,CE,11580.0,0,BAIXO
Jaguaribe,CE,34592.0,0,BAIXO
Jaguaruana,CE,33960.0,0,BAIXO
Jardim,CE,27187.0,0,BAIXO
Jati,CE,8150.0,0,BAIXO
Jijoca De Jericoacoara,CE,20351.0,0,BAIXO
Juazeiro Do Norte,CE,278264.0,0,MEDIO
Jucas,CE,24949.0,0,BAIXO
Lavras Da Mangabeira,CE,31476.0,0,BAIXO
Limoeiro Do Norte,CE,60232.0,0,BAIXO
Madalena,CE,20031.0,0,BAIXO
Maracanau,CE,230986.0,0,MEDIO
Maranguape,CE,131677.0,0,MEDIO
Marco,CE,27822.0,0,BAIXO
Martinopole,CE,11407.0,0,BAIXO
Massape,CE,39341.0,0,BAIXO
Mauriti,CE,48370.0,0,BAIXO
Meruoca,CE,15309.0,0,BAIXO
Milagres,CE,27413.0,0,BAIXO
Milha,CE,13129.0,0,BAIXO
Miraima,CE,13965.0,0,BAIXO
Missao Velha,CE,35566.0,0,BAIXO
Mombaca,CE,43917.0,0,BAIXO
Monsenhor Tabosa,CE,17264.0,0,BAIXO
Morada Nova,CE,61590.0,0,BAIXO
Moraujo,CE,8833.0,0,BAIXO
Morrinhos,CE,22830.0,0,BAIXO
Mucambo,CE,14561.0,0,BAIXO
Mulungu,CE,11056.0,0,BAIXO
Nova Olinda,CE,15798.0,0,BAIXO
Nova Russas,CE,32487.0,0,BAIXO
Novo Oriente,CE,28737.0,0,BAIXO
Ocara,CE,25958.0,0,BAIXO
Oros,CE,21342.0,0,BAIXO
Pacajus,CE,74145.0,0,BAIXO
Pacatuba,CE,85647.0,0,BAIXO
Pacoti,CE,12313.0,0,BAIXO
Pacuja,CE,6565.0,0,BAIXO
Palhano,CE,9458.0,0,BAIXO
Palmacia,CE,13553.0,0,BAIXO
Paracuru,CE,35526.0,0,BAIXO
Paraipaba,CE,33232.0,0,BAIXO
Parambu,CE,31391.0,0,BAIXO
Paramoti,CE,12276.0,0,BAIXO
Pedra Branca,CE,43359.0,0,BAIXO
Penaforte,CE,9207.0,0,BAIXO
Pentecoste,CE,38045.0,0,BAIXO
Pereiro,CE,16356.0,0,BAIXO
Pindoretama,CE,20964.0,0,BAIXO
Piquet Carneiro,CE,17210.0,0,BAIXO
Pires Ferreira,CE,11052.0,0,BAIXO
Poranga,CE,12358.0,0,BAIXO
Porteiras,CE,14920.0,0,BAIXO
Potengi,CE,11165.0,0,BAIXO
Potiretama,CE,6455.0,0,BAIXO
Quiterianopolis,CE,21246.0,0,BAIXO
Quixada,CE,88899.0,0,BAIXO
Quixelo,CE,16116.0,0,BAIXO
Quixeramobim,CE,82455.0,0,BAIXO
Quixere,CE,22432.0,0,BAIXO
Redencao,CE,29238.0,0,BAIXO
Reriutaba,CE,18279.0,0,BAIXO
Russas,CE,79550.0,0,BAIXO
Saboeiro,CE,15757.0,0,BAIXO
Salitre,CE,16714.0,0,BAIXO
Santana Do Acarau,CE,32851.0,0,BAIXO
Santana Do Cariri,CE,17726.0,0,BAIXO
Santa Quiteria,CE,43719.0,0,BAIXO
Sao Benedito,CE,48354.0,0,BAIXO
Sao Goncalo Do Amarante,CE,49306.0,0,BAIXO
Sao Joao Do Jaguaribe,CE,7557.0,0,BAIXO
Sao Luis Do Curu,CE,13086.0,0,BAIXO
Senador Pompeu,CE,25418.0,0,BAIXO
Senador Sa,CE,7758.0,0,BAIXO
Sobral,CE,212437.0,0,MEDIO
Solonopole,CE,18389.0,0,BAIXO
Tabuleiro Do Norte,CE,32079.0,0,BAIXO
Tamboril,CE,26199.0,0,BAIXO
Tarrafas,CE,8555.0,0,BAIXO
Taua,CE,59259.0,0,BAIXO
Tejucuoca,CE,19551.0,0,BAIXO
Tiangua,CE,77111.0,0,BAIXO
Trairi,CE,56653.0,0,BAIXO
Tururu,CE,16588.0,0,BAIXO
Ubajara,CE,35295.0,0,BAIXO
Umari,CE,7740.0,0,BAIXO
Umirim,CE,19976.0,0,BAIXO
Uruburetama,CE,22223.0,0,BAIXO
Uruoca,CE,13988.0,0,BAIXO
Varjota,CE,18520.0,0,BAIXO
Varzea Alegre,CE,41078.0,0,BAIXO
Vicosa Do Ceara,CE,61916.0,0,BAIXO
Acari,RN,11106.0,0,BAIXO
Acu,RN,58743.0,0,BAIXO
Afonso Bezerra,RN,11024.0,0,BAIXO
Agua Nova,RN,3293.0,0,BAIXO
Alexandria,RN,13529.0,0,BAIXO
Almino Afonso,RN,4685.0,0,BAIXO
Alto Do Rodrigues,RN,14923.0,0,BAIXO
Angicos,RN,11695.0,0,BAIXO
Antonio Martins,RN,7162.0,0,BAIXO
Apodi,RN,35904.0,0,BAIXO
Areia Branca,RN,28156.0,0,BAIXO
Ares,RN,14526.0,0,BAIXO
Campo Grande,RN,9686.0,0,BAIXO
Baia Formosa,RN,9373.0,0,BAIXO
Barauna,RN,29112.0,0,BAIXO
Barcelona,RN,3989.0,0,BAIXO
Bento Fernandes,RN,5552.0,0,BAIXO
Bodo,RN,2171.0,0,BAIXO
Bom Jesus,RN,10323.0,0,BAIXO
Brejinho,RN,12873.0,0,BAIXO
Caicara Do Norte,RN,6572.0,0,BAIXO
Caicara Do Rio Do Vento,RN,3745.0,0,BAIXO
Caico,RN,68726.0,0,BAIXO
Campo Redondo,RN,11363.0,0,BAIXO
Canguaretama,RN,34814.0,0,BAIXO
Caraubas,RN,20588.0,0,BAIXO
Carnauba Dos Dantas,RN,8297.0,0,BAIXO
Carnaubais,RN,10972.0,0,BAIXO
Ceara-Mirim,RN,74268.0,0,BAIXO
Cerro Cora,RN,11182.0,0,BAIXO
Coronel Ezequiel,RN,5501.0,0,BAIXO
Coronel Joao Pessoa,RN,4918.0,0,BAIXO
Cruzeta,RN,7968.0,0,BAIXO
Currais Novos,RN,45022.0,0,BAIXO
Doutor Severiano,RN,7068.0,0,BAIXO
Parnamirim,RN,272490.0,0,MEDIO
Encanto,RN,5697.0,0,BAIXO
Equador,RN,6064.0,0,BAIXO
Espirito Santo,RN,10463.0,0,BAIXO
Extremoz,RN,29282.0,0,BAIXO
Felipe Guerra,RN,6009.0,0,BAIXO
Fernando Pedroza,RN,3081.0,0,BAIXO
Florania,RN,9772.0,0,BAIXO
Francisco Dantas,RN,2801.0,0,BAIXO
Frutuoso Gomes,RN,4015.0,0,BAIXO
Galinhos,RN,2903.0,0,BAIXO
Goianinha,RN,27004.0,0,BAIXO
Governador Dix-Sept Rosado,RN,13115.0,0,BAIXO
Grossos,RN,10541.0,0,BAIXO
Guamare,RN,16261.0,0,BAIXO
Ielmo Marinho,RN,14033.0,0,BAIXO
Ipanguacu,RN,15759.0,0,BAIXO
Ipueira,RN,2264.0,0,BAIXO
Itaja,RN,7641.0,0,BAIXO
Itau,RN,5916.0,0,BAIXO
Jacana,RN,9341.0,0,BAIXO
Jandaira,RN,6907.0,0,BAIXO
Janduis,RN,5228.0,0,BAIXO
Januario Cicco,RN,10367.0,0,BAIXO
Japi,RN,4935.0,0,BAIXO
Jardim De Angicos,RN,2600.0,0,BAIXO
